00079;1000;
00081;1000;
00094;1000;
00167;1000;
00283;1000;
00468;1000;
00507;1000;
00580;60000;
00639;1000;
00668;1000;
00669;1000;
00761;1000;
00817;1000;
00827;1000;
00885;1000;
00891;1000;
01026;1000;
01045;1000;
01107;1000;
01177;1000;
01221;1000;
01245;1000;
01266;1000;
01279;1000;
01366;1000;
01425;1000;
01578;1000;
01673;1000;
01903;1000;
01998;2000;
02066;1000;
02087;1000;
02149;1000;
02200;1000;
02228;1000;
02325;1000;
02346;1000;
02349;1000;
02431;1000;
02483;1000;
02764;1000;
02783;1000;
02947;1000;
03087;1000;
03108;1000;
03128;1000;
03186;1000;
03256;1000;
03278;60000;
03290;1000;
03346;1000;
03359;1000;
03408;1000;
03506;1000;
03509;1000;
03540;1000;
03715;1000;
03747;1000;
03823;1000;
03887;1000;
03891;1000;
04027;1000;
04076;1000;
04149;1000;
04205;1000;
04209;1000;
04453;1000;
04460;1000;
04487;1000;
04657;1000;
04697;1000;
04881;1000;
04930;1000;
04964;1000;
04975;1000;
04989;1000;
05020;1000;
05099;1000;
05138;1000;
05242;1000;
05283;1000;
05299;1000;
05304;1000;
05357;1000;
05431;60000;
05453;1000;
05519;1000;
05539;1000;
05552;1000;
05583;1000;
05668;1000;
05762;1000;
05814;2000;
05838;1000;
05928;1000;
05993;1000;
06067;1000;
06138;1000;
06159;1000;
06175;1000;
06319;1000;
06378;1000;
06390;1000;
06430;1000;
06445;1000;
06483;1000;
06526;1000;
06530;1000;
06612;1000;
06635;1000;
06637;1000;
06660;1000;
06853;1000;
06914;500000;
06918;2000;
06937;2000;
07073;1000;
07101;1000;
07106;1000;
07154;1000;
07275;1000;
07306;1000;
07370;1000;
07415;1000;
07561;1000;
07723;1000;
07754;1000;
07847;1000;
07910;1000;
07969;1000;
08027;1000;
08032;1000;
08086;1000;
08114;2000;
08150;1000;
08179;1000;
08194;1000;
08200;1000;
08210;1000;
08218;1000;
08246;1000;
08330;1000;
08449;1000;
08451;1000;
08512;1000;
08651;1000;
08652;1000;
08657;1000;
08667;1000;
08670;1000;
08697;1000;
08749;1000;
08834;1000;
08849;1000;
08893;1000;
08964;1000;
08966;1000;
08999;1000;
09181;1000;
09186;1000;
09189;1000;
09251;1000;
09282;1000;
09302;1000;
09322;1000;
09368;1000;
09403;1000;
09480;1000;
09548;1000;
09583;1000;
09634;1000;
09881;1000;
10003;1000;
10024;1000;
10025;1000;
10049;1000;
10130;1000;
10242;1000;
10304;1000;
10362;1000;
10366;1000;
10384;1000;
10640;1000;
10700;1000;
10709;1000;
10797;1000;
10823;1000;
10859;1000;
10982;1000;
11128;1000;
11311;1000;
11405;1000;
11423;1000;
11586;1000;
11592;1000;
11603;1000;
11609;1000;
11662;1000;
11738;1000;
11757;1000;
11764;1000;
12135;1000;
12228;1000;
12231;1000;
12261;1000;
12281;1000;
12388;1000;
12436;1000;
12480;1000;
12488;1000;
12604;1000;
12630;1000;
12640;1000;
12764;1000;
12851;1000;
12872;1000;
12895;1000;
12969;1000;
13047;1000;
13125;1000;
13223;1000;
13235;1000;
13378;200000;
13398;3000;
13428;1000;
13609;1000;
13630;1000;
13635;1000;
13757;1000;
13961;1000;
13994;1000;
14004;1000;
14190;1000;
14217;1000;
14324;1000;
14339;1000;
14404;1000;
14459;1000;
14580;1000;
14590;1000;
14624;1000;
14640;1000;
14715;1000;
14741;1000;
14880;1000;
15054;1000;
15082;1000;
15223;1000;
15306;1000;
15379;1000;
15417;1000;
15435;1000;
15472;1000;
15509;1000;
15560;1000;
15563;1000;
15603;1000;
15633;1000;
15727;1000;
15762;1000;
15817;1000;
15845;1000;
15869;1000;
15905;1000;
15960;1000;
16006;1000;
16022;1000;
16026;1000;
16046;1000;
16118;1000;
16246;1000;
16374;1000;
16418;1000;
16453;1000;
16469;1000;
16472;1000;
16550;1000;
16604;1000;
16738;1000;
16821;1000;
16917;1000;
16945;1000;
16957;1000;
17032;1000;
17163;1000;
17175;1000;
17235;1000;
17262;1000;
17353;1000;
17366;1000;
17408;1000;
17475;1000;
17510;1000;
17522;1000;
17565;1000;
17572;1000;
17677;1000;
17685;1000;
17736;1000;
17900;1000;
17943;1000;
18039;1000;
18058;1000;
18063;1000;
18065;60000;
18066;1000;
18109;1000;
18247;1000;
18267;1000;
18316;1000;
18491;1000;
18509;1000;
18533;1000;
18599;1000;
18634;1000;
18642;1000;
18674;1000;
18719;1000;
18744;2000;
18758;1000;
18874;1000;
18878;1000;
18888;1000;
18895;1000;
19112;1000;
19126;1000;
19178;1000;
19226;1000;
19229;1000;
19254;1000;
19288;1000;
19333;1000;
19377;1000;
19413;1000;
19418;1000;
19431;1000;
19449;1000;
19485;1000;
19527;1000;
19538;1000;
19648;1000;
19704;1000;
19712;1000;
19717;1000;
19785;1000;
19872;1000;
19881;1000;
19892;1000;
19958;1000;
19993;1000;
20033;1000;
20118;1000;
20181;1000;
20189;1000;
20313;1000;
20375;1000;
20386;1000;
20606;1000;
20670;1000;
20694;1000;
20743;1000;
20749;1000;
20826;1000;
20954;1000;
20984;1000;
21038;1000;
21040;1000;
21052;1000;
21087;1000;
21106;1000;
21155;1000;
21182;1000;
21216;1000;
21287;1000;
21308;1000;
21316;1000;
21319;1000;
21352;1000;
21375;1000;
21532;1000;
21600;1000;
21633;1000;
21653;1000;
21678;1000;
21682;1000;
21858;1000;
21935;1000;
22017;1000;
22032;1000;
22049;1000;
22178;1000;
22224;1000;
22253;60000;
22255;1000;
22271;1000;
22308;1000;
22401;1000;
22429;1000;
22449;1000;
22457;1000;
22481;1000;
22524;1000;
22579;1000;
22603;1000;
22737;1000;
22777;1000;
22787;1000;
22830;1000;
22979;1000;
23231;1000;
23251;1000;
23280;1000;
23294;1000;
23367;1000;
23387;1000;
23494;1000;
23518;1000;
23778;1000;
23852;1000;
23890;1000;
24048;1000;
24074;1000;
24076;1000;
24100;1000;
24112;1000;
24142;1000;
24241;1000;
24383;1000;
24415;1000;
24527;1000;
24599;1000;
24644;2000;
24708;1000;
24739;1000;
24771;1000;
24851;1000;
24934;1000;
24975;1000;
24982;60000;
25127;1000;
25135;1000;
25144;2000;
25148;1000;
25150;1000;
25174;1000;
25341;1000;
25398;2000;
25450;1000;
25516;1000;
25563;1000;
25570;1000;
25582;1000;
25702;1000;
25758;1000;
25790;1000;
25876;1000;
25895;1000;
25906;1000;
25909;1000;
25928;1000;
26081;1000;
26158;1000;
26190;1000;
26226;1000;
26234;1000;
26247;1000;
26372;1000;
26469;1000;
26534;1000;
26545;1000;
26583;1000;
26586;1000;
26613;1000;
26635;1000;
26741;1000;
26744;2000;
26786;1000;
26803;1000;
26836;1000;
26847;1000;
26903;1000;
26920;1000;
27163;1000;
27202;1000;
27217;1000;
27253;1000;
27271;1000;
27288;1000;
27306;1000;
27380;1000;
27381;1000;
27416;1000;
27458;1000;
27588;1000;
27644;2000;
27710;1000;
27744;2000;
27905;1000;
27997;1000;
28093;1000;
28177;1000;
28195;1000;
28207;1000;
28237;1000;
28335;1000;
28510;1000;
28512;1000;
28648;1000;
28764;1000;
28789;1000;
28791;1000;
28852;1000;
28866;1000;
28920;1000;
29000;1000;
29001;1000;
29014;2000;
29036;1000;
29047;1000;
29079;1000;
29232;1000;
29443;1000;
29457;1000;
29520;1000;
29583;1000;
29652;1000;
29654;1000;
29695;1000;
29811;1000;
29841;1000;
29842;1000;
29925;1000;
29936;1000;
29943;1000;
30004;1000;
30067;1000;
30174;1000;
30285;1000;
30313;1000;
30352;1000;
30364;1000;
30437;1000;
30473;1000;
30550;1000;
30615;1000;
30623;1000;
30629;1000;
30718;1000;
30746;1000;
30794;1000;
30803;1000;
30813;1000;
30828;1000;
30868;1000;
30909;1000;
30943;1000;
31000;1000;
31022;1000;
31055;1000;
31060;1000;
31120;1000;
31127;1000;
31184;1000;
31202;1000;
31217;1000;
31249;1000;
31346;1000;
31437;1000;
31493;1000;
31721;1000;
31759;1000;
